"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","location_or_most_recent_sale_notes","collection_type","realdate","medium","medium_notes","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","original_image_file","image_source_title","image_source_url"
18308,"De Kermis van Hoboken (Dordrecht, 1956)","Painting","Urban, Common and Peasant Life",,,49,60,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, W. Q. Bosch, e.a. Dordrecht (Q.Mak) 13 November 1956.",,,,,,,,"img/derivatives/simple/18308/thumbnail.jpg","img/derivatives/simple/18308/fullwidth.jpg","janbrueghel","brueghel_item",,"KS_De_Kermis_van_Hoboken_Dordrecht_1956_0.jpg",,
18298,"(Kermis)","Painting","Urban, Common and Peasant Life",,,74.5,98,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"Vrij naar Pieter Bruegel I",,,,,,,,,,,,,,,,,"img/derivatives/simple/18298/thumbnail.jpg","img/derivatives/simple/18298/fullwidth.jpg","janbrueghel","brueghel_item",,"ks_Kermis_Pieterish.jpg",,
18618,"Kermis of Saint George (Royal Museum of Fine Arts, Antwerp)","Painting",,,,103,132,,"Belgium","Antwerp","Koninklijk Museum voor Schone Kunsten",,"Public",,,,,,,,,,,,,,,,"Kermis Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18618/thumbnail.jpg","img/derivatives/simple/18618/fullwidth.jpg","janbrueghel","brueghel_item",,"KS_KermisRoyal_Museum_of_Fine_Arts_Antwerp.jpg",,
18498,"Man on Egg (Antwerp)","Painting",,,,,,17,"Belgium","Antwerp","Koninklijk Museum voor Schone Kunsten","cat. 1948, no. 872/4","Public",,"Oil",,"Panel",,"P. BRVEGHEL",,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","MK Antwerpen 1948, as Pieter III, Grauls 1957, S. 84-85|Marlier 1969, S. 147, Nr. 2a, Fig. 62|MK Antwerpen 1988, S. 66","8484|8485",,,,,,,,,,,,,,,"img/derivatives/simple/18498/thumbnail.jpg","img/derivatives/simple/18498/fullwidth.jpg","janbrueghel","brueghel_item",,"Man_on_Egg_Antwerp.jpg",,
18613,"Netherlandish Proverbs (Antwerp, KMSK)","Painting",,"Everyday life|Proverbs|Peasants",,120,170,,"Belgium","Antwerp","Koninklijk Museum voor Schone Kunsten",,"Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18613/thumbnail.jpg","img/derivatives/simple/18613/fullwidth.jpg","janbrueghel","brueghel_item",,"Netherlandish_Proverbs_Antwerp_KSMK.jpg",,
18467,"Netherlandish Proverbs (Haarlem)","Painting",,,,116.5,167,,"Netherlands","Haarlem","Frans Hals Museum","cat. 1924, no. 46","Public",,"Oil",,"Canvas",,"P. BREVGEL. F","lower left",,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Gluck (ed. 1951) bij no. 13, blz. 48 (Berlin, Kaiser Friedrich Museum|cat. 1931, no. 1720)|H. Munch, in: Revue des archeologues et historiens d'art de Louviain, 9.1976, blz. 157-169|MK 1924, Nr. 46|Marlier 1969, S. 123, N. 3|Mund 1976, S. 157 (mit Beurteilung ""incontestees de Breugel"")|Dundes-Stibbe 1981, S.8","10249|10250",,,,,,,,,,,,,,,"img/derivatives/simple/18467/thumbnail.jpg","img/derivatives/simple/18467/fullwidth.jpg","janbrueghel","brueghel_item",,"Netherlandish_Proverbs_Haarlem.jpg",,
18465,"Netherlandish Proverbs (Lier)","Painting",,,,,,,"Belgium","Lier","Stedelijk Museum Wuyts-Van Campen en Baron Caroly","cat. 1946, no. 46","Public","ca. 1607","Oil",,"Panel",,"P. BRVEGHE(L), (1)607","bottom left",,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Cornette 1930, S. 121-126|MK 1946, Nr. 46|Grauls 1954, S. 24-32|Grauls 1955, S. 108-122|Grauls 1947 (Uit het Spreekworden-schilderij...), S. 26-31|Grauls 1957, S. 154-159|Gluck 1963, S. 48|Weyns 1964, S. 148-154|Marlier 1969, S. 123, Nr. 1, Fig. 53, 57|Verstreken 1970, S. 3-5|Grossmann 1973, S. 191|Mund 1976, S. 157-166, Fig. 5|Duym 1979, 33, Nr. 127|Dundes-Stibbe 1981, S. 8|AK Essen/Wien 1997/98, Abb. 1, S. 18|AK Cremona 1998, Abb. 10, S. 24 und Abb. 5, S. 73","10251|10252|10253|10254|10255|10256|10257|10258",,,,,,,"1904 -- Antwerpen, Delehaye 06.06.04, Nr. 12; Nach 1904 -- Slg. Boschaert de Bounes; De Kunst der Nederlanden I (1930), no. 4, blz. 121-126 m. afb. |Nach 1935 --Antwerpen, Sl. Caroly, G. |Verg. Friedlander XIV, 12 (Berlin), Gluck, no. 8. |H. Mund, in : Revue des Anché ologues et historiens d'art de Louvain, 9, 1976, blz. 157-169. |Lier, Museum (verz. Caroly); cat. 1946, no 46.",,,,,,,,"img/derivatives/simple/18465/thumbnail.jpg","img/derivatives/simple/18465/fullwidth.jpg","janbrueghel","brueghel_item",,"Netherlandish_Proverbs_Lier.jpg",,
18614,"Netherlandish Proverbs (London, van Haeften)","Painting",,"Everyday life|Proverbs|Peasants",,199.6,164,,"England","London",,"Gallery Johnny van Haeften","Public",,"Oil",,"Canvas",,,,,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18614/thumbnail.jpg","img/derivatives/simple/18614/fullwidth.jpg","janbrueghel","brueghel_item",,"Netherlandish_Proverbs_London_van_Haeften.jpg",,
18316,"The Ark of Noah (Baltimore)","Painting","Religious","Birds|Cattle|Deer|Horse|Insects|Lion|Monkey|Parrot|Burghers|Old Testament|Paradise",,65,94,,"United States","Baltimore, MD","The Walters Art Gallery","inv. no. 37 1998, as J. Brueghel I","Public",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Baltimore, The Walters Art Gallery, inv. no. 37.1998, as J. Brueghel I.",,,,,,,,"img/derivatives/simple/18316/thumbnail.jpg","img/derivatives/simple/18316/fullwidth.jpg","janbrueghel","brueghel_item",,"Noahs_Family_Assembling_Animals_Before_the_Ark_Baltimore.jpg",,
18604,"Orpheus and the Beasts (Galleria Borghese)","Painting","Religious","Horse|Lion|Paradise",,55,69,,"Italy","Rome",,"Galleria Borghese","Public","ca. 1594","Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18604/thumbnail.jpg","img/derivatives/simple/18604/fullwidth.jpg","janbrueghel","brueghel_item",,"Orpheus_and_the_Beasts_Galleria_Borghese.jpg",,
18394,"Par_Adam and Eve in Garden (Drouot, Paris, 1996)","Painting","Religious","Birds|Deer|Lion|Monkey|Parrot|Nude|Old Testament|Paradise",,63.5,48.9,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Paris, Drouot, 18-12-1996, no. 16 with illustration, as Jan Brueghel the Younger.",,,,,,,,"img/derivatives/simple/18394/thumbnail.jpg","img/derivatives/simple/18394/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Adam_and_Eve_in_Garden_Drouot_Paris_1996.png",,
18349,"Adam and Eve in Paradise (Amsterdam)","Painting","Religious","Birds|Cattle|Deer|Horse|Lion|Parrot|Nude|Old Testament|Paradise",,60,96,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Gallery, J. Goudstikker, Amsterdam.",,,,,,,,"img/derivatives/simple/18349/thumbnail.jpg","img/derivatives/simple/18349/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Adam_and_Eve_in_Paradise_Amsterdam.png",,
18348,"Adam and Eve in Paradise (Ottawa)","Painting","Religious","Birds|Cattle|Deer|Horse|Lion|Parrot|Nude|Old Testament|Paradise",,64,89,,"Canada","Ottawa","National Gallery of Canada","no. 9929","Public",,"Oil",,"Canvas",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Ksth. Schaeffer Galleries, New York, as R. Savery.  Ottawa, National Gallery.",,,,,,,,"img/derivatives/simple/18348/thumbnail.jpg","img/derivatives/simple/18348/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Adam_and_Eve_in_Paradise_Ottawa.png",,
18387,"Adam and Eve (no location)","Painting","Religious","Birds|Deer|Lion|Parrot|Nude|Old Testament|Paradise",,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18387/thumbnail.jpg","img/derivatives/simple/18387/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Adam_and_Eve_no_location_.png",,
18322,"Adam and Eve with their family, working as gardeners after the fall (Christie's, Amsterdam)","Painting","Religious","Birds|Cattle|Old Testament|Paradise",,76.3,96.2,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,"""I. Breughel F.""","bottom right",,,,,,,,,"Paradise Series",,,,,"Jan Brueghel II","K. Ertz, Jan Brueghel the Younger (1601-1678), 1984, p. 54, p. 294, no. 117, with ill.",9885,,,,,,,"Anon. Sale, Leo Spik Berlin, 2 May 1957, lot 84, as Jan Brueghel and H. van Balen",,,,,,,,"img/derivatives/simple/18322/thumbnail.jpg","img/derivatives/simple/18322/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Adam_and_Eve_with_their_family_working_as_gardeners_after_the_fall_Christies_Amsterdam_.png",,
18373,"Allegory of Air (Sotheby's, London, 2001)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,68.5,86.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"sale, London (Sotheby's), 12-07-2001, nr. 107.",,,,,,,,"img/derivatives/simple/18373/thumbnail.jpg","img/derivatives/simple/18373/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Allegory_of_Air_Sothebys_London_2001.png",,
18372,"Allegory of Air (Weber, Brussels)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,31,42,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series","Jan van Kessel ","?",,,,,,,,,,,,"Sale, Weber, Brussels, July 1926.",,,,,,,,"img/derivatives/simple/18372/thumbnail.jpg","img/derivatives/simple/18372/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Allegory_of_Air_Weber_Brussels.png",,
18370,"Allegory of Astronomy or one of the four elements: Air (The Hague)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,30,38.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Gallery of K.W. Bachsitz, Den Haag.",,,,,,,,"img/derivatives/simple/18370/thumbnail.jpg","img/derivatives/simple/18370/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Allegory_of_Astronomy_or_one_of_the_four_elements-_Air_The_Hague.png",,
18362,"Allegory of Sound - Birds (Milan)","Painting","Religious","Senses|Birds|Parrot|Allegory",,16,21,,"Italy","Milan","Pinacoteca di Brera","cat. 1950, blz. 118, no. 658.","Public",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Milan, Pinacoteca di Brera, cat. 1950, blz.118, nr. 658.",,,,,,,,"img/derivatives/simple/18362/thumbnail.jpg","img/derivatives/simple/18362/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Allegory_of_Sound_-_Birds_Milan.png",,
18376,"Allegory of the Four Elements (Dorotheum, Vienna, 1998)","Painting","Religious","Elements|Birds|Monkey|Parrot|Allegory|Flowers|Food|Fruit",,48,64,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"sale, Wenen (Dorotheum), 1998-03-12, nr. 94.",,,,,,,,"img/derivatives/simple/18376/thumbnail.jpg","img/derivatives/simple/18376/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Allegory_of_the_Four_Elements_Dorotheum_Vienna_1998.png",,
18378,"Bird Concert (Braunschweig)","Painting","Religious","Senses|Birds|Parrot|Allegory",,20.5,28,,"Germany","Braunschweig","Herzog Anton Ulrich Museum",,"Public",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,"Jan Brueghel II",,,,,,,,,"Braunschweig, Herzog Anton Ulrich-Museum, cat. 1900 en 1932, nr. 73.",,,,,,,,"img/derivatives/simple/18378/thumbnail.jpg","img/derivatives/simple/18378/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Bird_Concert_Braunschweig.png",,
18365,"Bird Concert (De Jonckheere, Paris/Brussels)","Painting","Religious","Senses|Birds|Parrot|Allegory",,13.5,17,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Parijs/Brussel, De Jonckheere, 1993-1993. Paris/Brussels: Paintings of the Flemish and Dutch masters of the sixteenth and seventeenth centuries, XXIXe exposition, hiver 1993-1994.",,,,,,,,"img/derivatives/simple/18365/thumbnail.jpg","img/derivatives/simple/18365/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Bird_Concert_De_Jonckheere_ParisBrussels.png",,
18363,"Bird Concert (london, 1997)","Painting","Religious","Senses|Birds|Parrot|Allegory",,18.7,25.6,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"London, Richard Green Gallery, 1997-04.",,,,,,,,"img/derivatives/simple/18363/thumbnail.jpg","img/derivatives/simple/18363/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Bird_Concert_london_1997.png",,
18314,"Entry into Noah's ark (Dessau)","Painting","Religious","Birds|Cattle|Deer|Horse|Insects|Lion|Monkey|Parrot|Burghers|Old Testament|Paradise",,43,63,,"Germany","Dessau","Anhaltische Gemäldegalerie","cat. 1929 no. 266; Inv. Goth. Haus no. 1925.","Public",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,"Jan Brueghel II","Mus. Cat. Dessau 1929, S. 39, nr. 266|Ertz 1979, S. 246, Anm. 291",10331,,,,,,,"Dessau, Gem. Gal., cat. 1929 no. 266; Inv. Goth. Haus no. 1425",,,,,,,,"img/derivatives/simple/18314/thumbnail.jpg","img/derivatives/simple/18314/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Entry_into_Noahs_ark_Dessau.png",,
18320,"Entry into Noah's Ark (France)","Painting","Religious","Birds|Cattle|Deer|Horse|Insects|Lion|Monkey|Parrot|Burghers|Old Testament|Paradise",,69.5,87.2,,"Unavailable","Private Collection/Art Market",,"France","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Private Collection, France, 1989.",,,,,,,,"img/derivatives/simple/18320/thumbnail.jpg","img/derivatives/simple/18320/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Entry_into_Noahs_Ark_France.png",,
18313,"Entry into Noah's Ark (Utrecht)","Painting","Religious","Birds|Cattle|Deer|Horse|Insects|Lion|Monkey|Parrot|Burghers|Old Testament|Paradise",,66,87,,"Netherlands","Utrecht","Centraal Museum","cat. 1952, nr. 1366.","Public",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Utrecht, Centraal Museum, cat. 1952, nr. 1366; as Flemish School 17th century, cat. rontgenonderzoek, 1967 bls. 296.",,,,,,,,"img/derivatives/simple/18313/thumbnail.jpg","img/derivatives/simple/18313/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Entry_into_Noahs_Ark_Utrecht.png",,
18380,"Entry of the Animals into Noah's ark (Christie's, Monaco, 1991)","Painting","Religious","Birds|Cattle|Deer|Horse|Insects|Lion|Monkey|Parrot|Burghers|Old Testament|Paradise",,60,90,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private","16?5","Oil",,"Panel",,"""Brueghel 16?5""",,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Pricate Collection, Belgium. Christie's, Monaco, 7 December 1991.",,,,,,,,"img/derivatives/simple/18380/thumbnail.jpg","img/derivatives/simple/18380/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Entry_of_the_Animals_into_Noahs_ark_Christies_Monaco_1991.png",,
18341,"Fall of Man (Paris 1937)","Painting","Religious","Deer|Horse|Lion|Old Testament|Paradise",,42,66,,"Unavailable","Private Collection/Art Market",,"Paris, Collection Brouchiet","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Collection Brouchiet, Paris 1937",,,,,,,,"img/derivatives/simple/18341/thumbnail.jpg","img/derivatives/simple/18341/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Fall_of_Man_Paris_1937.png",,
18369,"From Series I of the Four Elements: Air (Amsterdam)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,51,76.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Collection H. Wetzler, Amsterdam; cat. 1952, no. 15, with illustration.",,,,,,,,"img/derivatives/simple/18369/thumbnail.jpg","img/derivatives/simple/18369/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_From_Series_I_of_the_Four_Elements_Air_Amsterdam.png",,
18367,"From the Series of the Elements: Air (Saltram House)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,57,92,,"England","Plymouth","Saltram House, National Trust","NT 872529 (current)","Public",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,"Peintures Flamandes du XV et XVIme Siècle, Louvre, Paris 1953, No.1919, Earth|No.1920, Air, both by Jan Brueghel the Elder|No.4006, Water|No.4007, Fire",,,,,,,,"Accepted by the Treasury in part payment of death-duties from the executors of Edmund Robert Parker, 4th Earl of Morley (1877-1951) and transferred to the Trust in 1957. Saltram House, Nat. Trust; fotolijst Saltram II, nr. 70.  Current National Trust ID : NT 872529.",,,,,,,,"img/derivatives/simple/18367/thumbnail.jpg","img/derivatives/simple/18367/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_From_the_Series_of_the_Elements-_Air_Saltram_House.png",,
18321,"God makes Adam steward of the flora and fauna (Sotheby's, London)","Painting","Religious","Birds|Cattle|Dog|Old Testament|Paradise",,69.7,87.5,,"Unavailable","Private Collection/Art Market",,"London","Private",,"Oil",,"Copper",,"""I. Breughel F.""","bottom left side",,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"""Sale, London, (Sotheby's),2004-12-09, nr. 112.""",,,,,,,,"img/derivatives/simple/18321/thumbnail.jpg","img/derivatives/simple/18321/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_God_makes_Adam_steward_of_the_flora_and_fauna_Sothebys_London.png",,
18368,"Landscape with one of the four elements: Air (Sotheby's, London, 1993)","Painting","Religious","Elements|Birds|Parrot|Nude|Putti|Allegory",,21.2,31.7,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,"BRUEGHEL 1611","bottom left side",,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale: London (Sotheby's), 1993-07-07), nr. 23",,,,,,,,"img/derivatives/simple/18368/thumbnail.jpg","img/derivatives/simple/18368/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Landscape_with_one_of_the_four_elements-_Air_Sothebys_London_1993.png",,
18383,"Noah in Front of Sea","Painting","Religious","Birds|Fish|Horse|Lion|Parrot|Old Testament|Paradise",,52,77,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18383/thumbnail.jpg","img/derivatives/simple/18383/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Noah_in_Front_of_Sea.png",,
18384,"Noah's Ark (Palais des Congres, Versailles, 1976)","Painting","Religious","Birds|Cattle|Horse|Lion|Parrot|Burghers|Old Testament|Paradise",,54,74,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Versailles/Palais des Congres, 29-2-1976, nr. 104 with illustration.",,,,,,,,"img/derivatives/simple/18384/thumbnail.jpg","img/derivatives/simple/18384/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Noahs_Ark_Palais_des_Congres_Versailles_1976.png",,
18381,"Noah's Ark (Paleis voor schone Kunst, Brussels, 1976)","Painting","Religious","Birds|Cattle|Deer|Horse|Insects|Lion|Monkey|Parrot|Burghers|Old Testament|Paradise",,55,56,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Brussels (P.v.s.k.) 23/25/3 1976, no. 428.",,,,,,,,"img/derivatives/simple/18381/thumbnail.jpg","img/derivatives/simple/18381/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Noahs_Ark_Paleis_voor_schone_Kunst_Brussels_1976.png",,
18403,"Orpheus enchanting the trees and animals with his lyre (Dorotheum, Vienna, 1996)","Painting","Religious","Birds|Cattle|Horse|Lion|Parrot",,70,91.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18403/thumbnail.jpg","img/derivatives/simple/18403/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Orpheus_enchanting_the_trees_and_animals_with_his_lyre_Dorotheum_Vienna_1996.png",,
18402,"Orpheus in paradise (Eskiltsuna)","Painting","Religious","Birds|Dog|Horse|Monkey",,40,75,,"Unavailable","Private Collection/Art Market",,"Eskiltsuna, Sweden, Collection of Mrs. Brita Graflund","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18402/thumbnail.jpg","img/derivatives/simple/18402/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Orpheus_in_paradise_Eskiltsuna.png",,
18398,"Orpheus (London 1938)","Painting","Religious",,,47.5,68.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Possibly at West's Gallery, London, 1938, cat. no. 6, plate 5.",,,,,,,,"img/derivatives/simple/18398/thumbnail.jpg","img/derivatives/simple/18398/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Orpheus_London_1938.png",,
18399,"Orpheus (Munich, 1957)","Painting","Religious","Cattle|Dog|Horse|Monkey",,95.5,157,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Gallery of Martin Porkay, Munich, 1957.",,,,,,,,"img/derivatives/simple/18399/thumbnail.jpg","img/derivatives/simple/18399/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Orpheus_Munich_1957.png",,
18404,"Orpheus (Unknown)","Painting","Religious","Birds|Cattle|Dog|Horse|Lion|Parrot",,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18404/thumbnail.jpg","img/derivatives/simple/18404/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Orpheus_Unknown.png",,
