"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"5559","3356","Market Day in Village by a River","janbrueghel","1937","Munich","Sale to Gallery Böhler","provenance",
"5560","3357","Market and Bleaching Ground","janbrueghel","1659","Brussels","Possibly Royal Palace","provenance",
"5561","3357","Market and Bleaching Ground","janbrueghel","1700","Spain","Zarzuela","provenance",
"5562","3357","Market and Bleaching Ground","janbrueghel","1772","Madrid","Palacio Nuevo, quarters of the Infanta","provenance",
"5563","3357","Market and Bleaching Ground","janbrueghel","1794","Madrid","Palacio Nuevo, dressing room of the Queen","provenance",
"5564","3357","Market and Bleaching Ground","janbrueghel","1849","Madrid","Prado Museum","provenance",
"5565","3358","Marriage of Bacchus and Ariadne (Brussels)","janbrueghel","Jan 13 1978","New York, NY","Sale, Sotheby's","provenance",
"5566","3358","Marriage of Bacchus and Ariadne (Brussels)","janbrueghel","1979","England","Private Collection","provenance",
"5567","3358","Marriage of Bacchus and Ariadne (Brussels)","janbrueghel","1981","Düsseldorf","Bought from Gallery Müllenmeister","provenance",
"5568","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","janbrueghel","17th century to 18th century",,"Collection of Count Felix Vrovec","provenance",
"5569","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","janbrueghel","1723","Prague","Sale from Vrovec to Prague","provenance",
"5570","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","janbrueghel","ca. 1738 to ca. 1905","Prague","Gallery Nostitz","provenance",
"5571","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","janbrueghel",,"Prague","Private Collection","provenance",
"5572","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","janbrueghel","1987","Prague","Acquired by Narodní Galerie","provenance",
"5573","3360","Marriage of Neptune and Amphitrite: Feast of the Gods by the Sea","janbrueghel",,"Dresden","Collection of Count Brühl","provenance",
"5574","3360","Marriage of Neptune and Amphitrite: Feast of the Gods by the Sea","janbrueghel","1769","St. Petersburg","The Hermitage","provenance",
"5575","3361","Marriage of Peleus and Thetis","janbrueghel","1722","Dresden","Gemäldegalerie","provenance",
"5576","3362","Marriage of Peleus and Thetis (Dresden)","janbrueghel","1707 to 1722","Dresden","Kurfürstlichen Kunstkammer","provenance",
"5577","3362","Marriage of Peleus and Thetis (Dresden)","janbrueghel","1722","Dresden","Gemäldetgalerie","provenance",
"5578","3363","Marriage of Peleus and Thetis (Munich)","janbrueghel","1928","Alicante","Sale to Don Alfonso de Rojas","provenance",
"5579","3363","Marriage of Peleus and Thetis (Munich)","janbrueghel","2004","France","Private Collection","provenance",
"5580","3364","Mary with Christ, John and Putti in a Landscape","janbrueghel",,,"Kgl. Preuss Schlösser und Gärten #I2325 (as ""P. Brueghel"")","provenance",
"5581","3364","Mary with Christ, John and Putti in a Landscape","janbrueghel","1996","London","Johnny van Haeften Ltd.","provenance",
"5582","3365","Mary with Christ and John in a Flower Garland","janbrueghel","Jul 7 2004","London","Sale, Sotheby's, Lot #25 (as ""Jan II and Frans Francken II"")","provenance",
"5583","3366","Mass in a Grotto (London)","janbrueghel","1940",,"Sale","provenance",
"5584","3368","Minerva, Ceres and Fortuna","janbrueghel","1994","Munich","Gallery Bernheimer","provenance",
"5585","3368","Minerva, Ceres and Fortuna","janbrueghel","Apr 17 1996","London","Sale, Sotheby's, Lot #122 (as ""Hans Rottenhammer"")","provenance",
"5586","3369","Moses and the Israelites in the Wilderness (New York)","janbrueghel","Jan 22 1931","New York, NY","Sale, Anderson Auction, Lot #42","provenance",
"5587","3369","Moses and the Israelites in the Wilderness (New York)","janbrueghel","Before 1942","New York, NY","Collection of Mrs. Willam J. Fox","provenance",
"5588","3369","Moses and the Israelites in the Wilderness (New York)","janbrueghel","Dec 1 1942","New York, NY","Sale, Kende Gallery, Lot @27","provenance",
"5589","3371","Mountain Landscape (Vienna)","janbrueghel","ca. 1780",,"Acquired by the exchange from the Imperial Art Collection","provenance",
"5590","3374","Mountain Landscape with Hermits (London)","janbrueghel","Before 1979",,"Private Collection","provenance",
"5591","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","janbrueghel","Until 1864","Darmstadt","Private Collection","provenance",
"5592","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","janbrueghel","1864 to 1914","Aldridge","James Tongue","provenance",
"5593","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","janbrueghel","1914 to 1954","Wimbledon","Sidney Agnes Hepburn","provenance",
"5594","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","janbrueghel","Until 1981","New York, NY","Heritage Houses Foundation (Ludlow, Shropshire)","provenance",
"5595","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","janbrueghel","Sep 29 1981","London","Alan Jacobs Gallery","provenance",
"5596","3376","Mountain Landscape with Ruins","janbrueghel","2009","Germany","Private Collection","provenance",
"5597","3377","Mountain Landscape with Tivoli Temple and Gypsies","janbrueghel","2005","Zürich","Gallery David H. Koetser","provenance",
"5598","3378","Mountain Landscape with a Hermit Reading in front of Ruins (St. Anthony)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"6926","3379","Mountainous Landscape","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"6932","3380","Mountainous Landscape with Two Figures at Left","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"6933","3381","Mountainous Landscape with View over a Valley","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"6929","3382","Mountainous Landscape with Village in Valley and Distant View","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"5599","3384","Mouse, Rose, and Butterfly (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana (as ""Un scorcio et una Rosa n un piccolo quadretto di man del detto Giovanni Brueghel"")","provenance",
"7097","3386","Mule Convoy","janbrueghel",,"Paris","Musée Napoléon","provenance",
"5601","3387","Nativity (Switzerland)","janbrueghel","Jan 26 2007","New York, NY","Sale, Sotheby's, Lot#127 (as ""attributed to Lazarus van der Borcht"" (before 1575 - after 1611)","provenance",
"5615","3390","No Room at the Inn (Netherlands)","janbrueghel","Before 1956","Sussex","Collection of Bernhard Falk","provenance",
"5616","3390","No Room at the Inn (Netherlands)","janbrueghel","1959","London","Gallery Hallsborough","provenance",
"5617","3390","No Room at the Inn (Netherlands)","janbrueghel","1977","London","Sale, Gallery Speelman Ltd.","provenance",
"5618","3391","Nymphs Filling the Horn of Plenty","janbrueghel","1757","Apeldoorn","Het Loo Palace","provenance",
"5619","3391","Nymphs Filling the Horn of Plenty","janbrueghel","1775 to 1795","The Hague","Cabinet of Willem V","provenance",
"5620","3391","Nymphs Filling the Horn of Plenty","janbrueghel","1795 to 1815","Paris","Musée du Louvre","provenance",
"5621","3391","Nymphs Filling the Horn of Plenty","janbrueghel","1815 to 1822","The Hague","Gallery of WIllem V","provenance",
"5622","3391","Nymphs Filling the Horn of Plenty","janbrueghel","By 1822","The Hague","Mauritshuis","provenance",
"5630","3394","Oil Sketch of Dogs","janbrueghel","1932","Vienna","Bequethed by Gustav von Benda to Kunsthistorisches Museum","provenance",
"5631","3395","Oil Sketch of Monkeys, Donkeys, and Cats","janbrueghel","1932","Vienna","Bequeathed by Gustav von Benda to Kunsthistorisches Museum","provenance",
"5632","3396","Orpheus Playing for the Animals","janbrueghel","Dec 12 1989","Paris","Sale, Ader Picard Tajan, Lot #82","provenance",
"5633","3397","Orpheus Playing for the Animals (Ipswich)","janbrueghel",,,"Miss G. E. E. M. Massey","provenance",
"5634","3397","Orpheus Playing for the Animals (Ipswich)","janbrueghel","1962",,"Leger Galleries","provenance",
"5635","3397","Orpheus Playing for the Animals (Ipswich)","janbrueghel","1962","Amsterdam","Collection of Hugh Paget","provenance",
"5636","3397","Orpheus Playing for the Animals (Ipswich)","janbrueghel","1969",,"On loan to Ipswich Museum","provenance",
"5637","3398","Orpheus Playing for the Animals (Paris)","janbrueghel","1980s","San Antonio, TX","Fred Kline (acquired from a small auction in Austin)","provenance",
"5643","3400","Orpheus Sings for Pluto and Proserpina (London)","janbrueghel","1987","Vienna","Private Collection","provenance",
"5644","3400","Orpheus Sings for Pluto and Proserpina (London)","janbrueghel","Apr 2 1988","London","Sale, Christie's, Lot #53","provenance",
"5645","3402","Orpheus Sings for Pluto and Proserpina (Rome)","janbrueghel",,,"Collection of Egidio Colonna","provenance",
"5646","3403","Orpheus and the Thracian Women","janbrueghel","Before 1993",,"Collection of Carla Petschek Colyer","provenance",
"5647","3403","Orpheus and the Thracian Women","janbrueghel","Oct 8 1993","New York, NY","Sale, Sotheby's, Lot #181 (as ""Anton Mirou"")","provenance",
"5648","3403","Orpheus and the Thracian Women","janbrueghel",,"Paris","Galerie Voldère","provenance",
"5649","3403","Orpheus and the Thracian Women","janbrueghel","Jun 7 1994","Vienna","Sale, Dorotheum, Lot #41 (as ""Jan Brueghel the Younger"")","provenance",
"5650","3405","Outdoor Wedding (England)","janbrueghel","1961","London","Hallsborough Gallery","provenance",
"5651","3405","Outdoor Wedding (England)","janbrueghel","1979","England","Hyams Collection","provenance",
"5652","3405","Outdoor Wedding (England)","janbrueghel","Apr 1 1990","London","Sale, Christie's","provenance",
"5653","3406","Outdoor Wedding Dance (Bordeaux)","janbrueghel","1829","Bourdeaux","Purchased from Marquis de la Caze","provenance",
"5654","3407","Outdoor Wedding Party (Antwerp)","janbrueghel","ca. 1815 to ca. 1843","Paris","Acquired by Essingh between 1815-1843","provenance",
"5655","3407","Outdoor Wedding Party (Antwerp)","janbrueghel",,"Cologne","Essingh Collection","provenance",
"5656","3407","Outdoor Wedding Party (Antwerp)","janbrueghel","Aug 16 1865 to Aug 25 1865",,"Sale from Essingh Colelction, Lot #III 164","provenance",
"5657","3407","Outdoor Wedding Party (Antwerp)","janbrueghel",,,"Acquired by the Mayer family","provenance",
"6853","3408","Oxen in a Landscape","janbrueghel","1753","London","Bequeathed by Sir Hans Sloane","provenance",
"5660","3409","Pan and Syrinx","janbrueghel","1860","Paris","Acquired from the Edmond Beaucousin Collection","provenance",
"5661","3409","Pan and Syrinx","janbrueghel","1951 to 1956","Newcastle upon Tyne","On loan to the Laing Art Gallery","provenance",
"5662","3409","Pan and Syrinx","janbrueghel","1958 to 1963","Barnsley","On loan to Cannon Hall","provenance",
"5692","3412","Paradise (Vienna)","janbrueghel","Jun 3 1988","New York, NY","Sale, Sotheby's, Lot #31 (as ""Procaccini"")","provenance",
"5693","3412","Paradise (Vienna)","janbrueghel","1990","France","Private Collection","provenance",
"5694","3413","Paradise Landscape (Canada)","janbrueghel",,"Amsterdam","Collection Braamkamp","provenance",
"5695","3413","Paradise Landscape (Canada)","janbrueghel","Feb 13 1985","London","Sold Sotheby's, lot 89","provenance",
"8446","3413","Paradise Landscape (Canada)","janbrueghel","1985","London","Johnny van Haeften Ltd.","provenance",
"8447","3413","Paradise Landscape (Canada)","janbrueghel","1985","Canada","Acquired by Michel and Renata Hornstein","provenance",
"5696","3415","Paradise Landscape with Entry of Animals into Noah's Ark (Italy, Private Collection)","janbrueghel",,"Milan","Private Collection","provenance",
"5697","3417","Paradise Landscape with Fall of Man (France, Private Collection)","janbrueghel","2008","Paris","Galerie d'Art St. Honoré","provenance",
"5698","3418","Paradise Landscape with Fall of Man (London, Hampton Court)","janbrueghel","By 1740",,"Bagnall Collection","provenance",
"5699","3418","Paradise Landscape with Fall of Man (London, Hampton Court)","janbrueghel","1750","Wales","Acquired by Frederick, Prince of Wales","provenance",
"5700","3419","Paradise Landscape with Fall of Man (Madrid)","janbrueghel","1746","Madrid","Possibly La Granja","provenance",
"5701","3420","Paradise Landscape with Fall of Man (Madrid II)","janbrueghel","1920","Amsterdam","Jacques Goudstikker","provenance",
"5702","3420","Paradise Landscape with Fall of Man (Madrid II)","janbrueghel","1921","London","Thomas Agnew and Sons Ltd.","provenance",
"5703","3420","Paradise Landscape with Fall of Man (Madrid II)","janbrueghel","1928","Netherlands","Baron Heinrich Thyssen-Bornemisza","provenance",
"5704","3420","Paradise Landscape with Fall of Man (Madrid II)","janbrueghel","20th century","Burgenland","Inherited by Grafin Margit Batthyany","provenance",
"5705","3420","Paradise Landscape with Fall of Man (Madrid II)","janbrueghel","1988","Madrid","Acquired from Batthyany by the Thyssen Collection","provenance",
"5706","3421","Paradise Landscape with Fall of Man (New York, Gallery William Doyle)","janbrueghel","Jul 10 1983","New York, NY","Sale, Christie's, Lot #86","provenance",
"5707","3421","Paradise Landscape with Fall of Man (New York, Gallery William Doyle)","janbrueghel","1984","London","Gallery Colnaghi","provenance",
"5708","3423","Paradise Landscape with Noah's Ark (Budapest)","janbrueghel","Before 1812","Laxenburg","Collection of Esterházy, Catalogue 1812, X, #5","provenance",
"5709","3424","Paradise Landscape with Noah's Ark (Los Angeles, J. Paul Getty Museum)","janbrueghel","Before 1920","Vienna","Private Collection","provenance",
"5710","3424","Paradise Landscape with Noah's Ark (Los Angeles, J. Paul Getty Museum)","janbrueghel","ca. 1920","Switzerland","Private Collection","provenance",
"5711","3424","Paradise Landscape with Noah's Ark (Los Angeles, J. Paul Getty Museum)","janbrueghel","1979","London","Thomas Brod Gallery","provenance",
"5712","3424","Paradise Landscape with Noah's Ark (Los Angeles, J. Paul Getty Museum)","janbrueghel","1992","Los Angeles, CA","J. Paul Getty Museum","provenance",
"5713","3425","Paradise Landscape with the Fall of Man (Rome, Galleria Doria-Pamphili)","janbrueghel","1654","Rome","Documented in possession of Camillo Pamphili (Roma, Archivo Doria Pamphili, 91, 81, letter of 2 March 1654.; reprinted Garms 1972)","provenance",
"5714","3425","Paradise Landscape with the Fall of Man (Rome, Galleria Doria-Pamphili)","janbrueghel","1819",,"Fidecommissario Catalogue (as ""Brueghel"")","provenance",
