"pid","object_pid","author","comment","post_date"
157,3062,"Paige Walker","<p>Information from British Museum website:  Preparatory study for painting showing a peasant wedding feast, dated around 1597 (Ertz 2008-10, #566). The present drawing, as pointed out by Bastelaer, is a compilation of several earlier prints and drawings. The dancing figures in the foreground are derived from the engraving 'The Peasant Wedding Dance' by Pieter van der Heyden after Pieter Bruegel the Elder (New Hollstein 44). The watermill in the central background and the buildings at right are copied from the drawing showing the Bee-Keepers at the Kupferstichkabinett in Berlin. Although Bastelaer describes the figures in conversation in the left foreground as copied from a drawing at the Museum of Fine Arts in Budapest, inv.no.1455 (another copied version is in the Kupferstichkabinett, Berlin, inv.no.13216), their weak drawing style suggests they were both copied from the Hollar etching [query how this is possible??]. This drawing is engraved in reproduction by Hollar in 1650 (New Hollstein 1087), see 1867,1012.576; it is likely the indentations on the sheet were made by Hollar. Hendrik Hondius (New Hollstein 29) earlier copied the figures in the foreground in another print dated 1644, see 1871,1209.1037.""</p>","August 2, 2013"
158,3062,"E.A. Honig","<p>Although the BM catalogs this as Jan after Pieter, in fact it is an original composition using various motifs from a range of works by Pieter, produced in the period when Jan was coming to terms with Pieter's legacy. See too Currie and Allart on the series of Peasant Wedding Dance compositions.</p>","November 5, 2013"
159,3063,"E.A. Honig","<p>Version of this landscape with completely different figures in Hermitage (Ertz as Jan II, #23; panel, 48 x 67). RKD has it as Jan the Elder.<br />Subject of this picture is actually the ""return from the Kermis"" as painted in previous generation by Aertsen. Little peasant child at left has a pennant in her hand, and in midground two peasant people are helping along a third who is clearly drunk.  The rich people have been there too because somebody has stuck a pennant into the lead horse's bridle!  There is a charming little Pieter I moment at far right midground where a cowherd is blowing his horn and herding some cattle over the crest of a hillock. Really nice, interesting work.</p>","March 11, 2014"
160,3063,"Christine Quach","<p>Quite good variant A.F. Mondschein, New York, 1947 (panel, 44.5 x 71 cm).</p>","June 10, 2014"
161,3064,"E.A. Honig","<p>Very poor copy private collection Antwerp, Jacobs-van Merlen, 1956 (photo RKD). This is not a work from Jan's studio. RKD also has an odd painting sort of inspired by this work but definitely not a copy: collection Herbert Meade-Fetherstonhaugh, Uppark, 1956 as manner of Savery (33.5 x 49). </p><p>In 1609 Jan Brueghel sent Borromeo several drawings for this painting and according to Crivelli there once was the date of 1610 on the painting. Jan was paid for the painting in 1611. From Borromeo's Musaeum: ""Fece anche un Daniele nella fossa dei leoni. Vi si vedono luccicare le lingue delle bele, che anche per il resto superano quelle del Bassano. È mirabile pure in ciò che vi ha posto una moltitudine confusa di persone, ma di modo che si veda l'ordine nella confusione stessa.""</p>","July 31, 2012"
162,3064,"Claudia Insenga","<p>Letter to Borromeo,14 May 1609. “VS me schrive di un quadro d’Danielo, con leoni: io commencera de lontano il desseigno et aspettera altro aviso” (Crivelli, pg. 136).</p><p>Letter to Borromeo, 27 August 1609. “non habio mandato il disengo del Danielo” (Crivelli, pg. 146).</p><p>Letter to Borromeo, March 1610. “io manda le disseigni del Danielo a VS lll.mo” (Crivelli, pg. 148).</p><p>Letter to Borromeo, March 1610. “Io me vergoini d’aver tartato tanto per inviare le desseigni del Daniel in laissi de lioni” (Crivelli, pg. 149).</p><p>Letter to Borromeo, May 1610. “VS me rimandi le desseigni de Danieli mandato al sig. cardinal” (Crivelli pg. 153).</p>","May 5, 2016"
163,3065,"E.A. Honig","<p>A curious work but not done by Jan Brueghel. We know he did send approval drawings for this painting to Borromeo, but this is not one of them. See Crivelli, letters in 1609 & 1610.</p>","November 12, 2014"
164,3067,"E.A. Honig","<p>Elizabeth believes this as a possible studio work, as the attribution to Jan Brueghel the Elder himself is uncertain.</p>","June 13, 2015"
165,3068,"E.A. Honig","<p>According to Winner, a preparatory drawing for this is in Berlin, Beck collection.<br />Story is from Acts 23:11-23.</p>","June 6, 2012"
166,3069,"E.A. Honig","<p>Distant copy formerly art market, Paris (photo RKD) </p><p>Title ""Destruction of the Five Cities"" is from Borromeo's 1618 codicil but the scene clearly represents Lot and His Daughters. Landscape incorporates Italian motifs.</p>","April 21, 2012"
167,3070,"E.A. Honig","<p>On back of panel, there is a brand of ""A"" for Antwerp and the initials ""MV"" for Michiel Vriendt.</p><p>Copy sold London (Christie's) April 28, 2006, #37 (panel, 54.9 x 81.2). Awful copy sold Berlin March 5, 1907, #71 (panel, 50 x 80). Really terrible variant sold Munich, May 12 1910 #5 (panel, 51.5 x 76.5); further copy of that variant sold Paris (Drouot, June 16, 1995), copper, 45 x 67.</p>","August 1, 2012"
168,3071,"E.A. Honig","<p>This work is the pendant to Ertz 2008-10 cat. #350.</p><p>Copy somewhat cropped at left sold London (Sotheby's April 16, 1997, #534) as Jan II and Hendrick van Balen. (Panel, 57.8 x 76). Copy sold Antwerp (Van Herck) May 29-June 2 1933, #182 (panel, 62 x 85). Another version is in Ertz 1984, #243, as Jan the Younger.</p>","August 1, 2012"
169,3072,"E.A. Honig","<p>Copy that looks to me much later in Basel, Museum, inv. #1514 as H. van Balen (panel, 46.5 x 74. </p><p>Although Ertz argued for collaboration by Frans Snyders in this piece, Neumeister in Munich 2013 says that the execution of the animals etc. is all consistent with Jan's work which makes sense; Robels had already said that Snyders never collaborated with Jan, which seems to be true.</p>","April 20, 2013"
170,3072,"Christine Quach","<p>Copy on photograph at the Witt Library (70 x 99 cm).</p>","July 9, 2014"
171,3075,"E.A. Honig","<p>A less good version of Ertz #359. Even Ertz attributes the figures to ""Flemish painter in the circle of Jacob de Backer.""</p>","March 14, 2014"
172,3077,"E.A. Honig","<p>The recent Munich catalogue (Munich 2013) lists this painting as a collaboration with Rottenhammer. It has previously always been attributed to Van Balen working after a drawing by Rottenhammer (Lemgo; Ertz; Werche) and I feel sure that this was correct. The faces of the figures are quintessential Van Balen. </p><p>Werche lists two copies:  Dijon, Musee des Beaux-Arts, Inv. #CA 162 (canvas, 20.5 x 28.6) & Sotheby's London May 16, 1984, #56 (panel, 31 x 40.5).</p>","March 14, 2014"
173,3078,"E.A. Honig","<p>Copy sold Berlin (Lepke) May 8, 1906 #41 (panel, 25 x 38)</p><p>There had been suggestions that the landscape here was by Alsloot, who did often collaborate with De Clerck. But there is a version of the same subject at the Prado by Alsloot and De Clerck and Ertz is correct to point out that it has an entirely different landscape from the present work, which is much more like a Brueghel landscape. Still, this is an unusual work for Jan, an unusual size and more oblong format than most of his compositions.</p>","August 19, 2013"
174,3079,"E.A. Honig","<p>Decent copy formerly Breslau, Museum (copper, 31 x 42); wiki page. The present painting is not in Ertz 1979 or in Werche 2004.</p>","August 2, 2012"
175,3082,"E.A. Honig","<p>There is a related drawing by Van Balen in Antwerp, Stedelijk Prentenkabinet #537, dated 1605, although the drawing is larger than this painting. I believe that the composition derives from Rottenhammer. The Austin DIana and Callisto derives from this drawing too, but the subject of the drawing is actually Diana and Actaeon.</p>","March 14, 2014"
176,3085,"Ashley Jerbic","<p>On the back of the copper plate, there is a circular embossing with GK monogrammed in the center.</p>","June 27, 2015"
177,3088,"E.A. Honig","<p>Query is this now in any of the museums with Kress collection materials? Rush Kress died 1963; Kress collection works are spread between many museums in USA.</p>","March 28, 2017"
178,3089,"E.A. Honig","<p>A copy of this painting by school of Brueghel in Stuttgart, Wurttembergische Staatsgalerie, cat. 1931. #612 (copper, 46 x 67.2). Part of a series of the elements with #590, 591, and 613.</p>","August 9, 2012"
179,3089,"E.A. Honig","<p>Both Ertz and Luk Pijl claim that the ""picture with animals"" mentioned in Brueghel's letters of 1606-8 must be some lost work because the description is too vague to identify with any particular painting, and the current work must actually date from c. 1615 on stylistic grounds. This is quite a stretch: the animals in the present work are clearly related to ones in earlier paradise landscapes and not at all to the ones he was executing by ca. 1615. Furthermore, Jan stresses in his letters that the ""picture with animals"" is the same size as his (first) flower painting for Borromeo, which is the case for the Louvre painting and is not Jan's standard size. I am therefore certain that the Louvre painting is Jan's ""picture with animals"" of 1606-7. Crivelli had identified the present work as being the one mentioned in Jan's letters of 1606-8: pp. 94-97.</p>","May 7, 2013"
180,3089,"E.A. Honig","<p>First mentioned in letter to Borromeo of April 14, 1606: after finishing the flowers he will start a painting of animals of the ""ordinary size."" On August 25 1606 he says it will be the same size as the flower painting (which it was, considerably larger than ""the ordinary size"" of c. 25 x 35 cm). By Feb. 1 1608 Borromeo has received the animal painting and Brueghel is glad he is satisfied with it.</p>","May 13, 2016"
181,3090,"E.A. Honig","<p>Later copy with dimensions of 21 x 29 cm on copper or panel sold at Lepke, Berlin, on April 1, 1930 with an invented pendant.<br />A version dated ""1613"" on copper (18 x 25.5 cm), in the Mainz Gemaldegalerie, inv. #715, cat. 1911, #52a.</p>","June 27, 2015"
182,3091,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.<br />A version dated ""1613"" on copper (18 x 25.5 cm), in the Mainz Gemaldegalerie, inv. #715, cat. 1911, #52a.</p>","June 27, 2015"
183,3092,"Christine Quach","<p>A version dated ""1613"" on copper (18 x 25.5 cm), in the Mainz Gemaldegalerie, inv. #715, cat. 1911, #52a.<br />Good copy in Vienna Kunsthistoriches Museum, exhibited in the Royal Academy 'Flemish Art' 1953-1954, cat. #342 (copper, 18.5 x 25.5 cm)<br />Copy in Hanover<br />Copy sold Christie's London, December 18, 1980, #124 (copper, 20.3 x 27.3 cm)<br />Copy sold Christie's London, July 8, 1977, #88 (copper, 18 x 25.7 cm)<br />Variant in Vienna Liechtenstein collection as signed and dated 1597<br />Distant variant in Montreal Museum of Fine Arts (copper, 19 x 26.7 cm)</p>","June 10, 2014"
