pid,janonly,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
2893,,<a href='/brughel/2891'><img src='/img/derivatives/simple/2891/thumbnail.jpg' /></a>|<a href='/brughel/2892'><img src='/img/derivatives/simple/2892/thumbnail.jpg' /></a>,2891|2892,Aeneas and Sibyl in the Underworld (London),Painting,Classical Mythology,Fire Nude Demons Hell/Underworld Classical History Mythological,1598,26.4,35.3,,,Copper,,BRUEGHEL 1598,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #332, Honig database",,332,,,Private,,,,"London, Johnny van Haeften Ltd.",4473|4474|4475,"Essen/Vienna 2003-4, p. 312; Ertz 2008-10, cat. #332","Essen/Vienna 2003-4, cat. #113",2891|2892,,,,"{% cite 7999 %} p. 312, {% cite 8900 %} cat. #332",20,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2893/thumbnail.jpg,img/derivatives/simple/2893/full.jpg
3102,,<a href='/brughel/3814'><img src='/img/derivatives/simple/3814/thumbnail.jpg' /></a>,3814,Feast of the Gods,Painting,Classical Mythology,Feasting Van_Balen Nude Putti Classical History Mythological Food Fruit Household_items Musical_instruments Shells,1605-1606,33.5,46,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced Outside Jan Brueghel's Studio,"Ertz 2008-10, #401, Werche 2004 as Van Balen without assistance of Jan Brueghel",,401,,,Public,Germany,Leipzig,Museum der Bildenden Künste,inv. #1717,5014|5015|5016,"Peltzer 1916, p. 345, #38 (as Rottenhammer); Jost 1963, p. 96 (as Van Balen); Ertz 1979, pp. 408-09, fig. 486; Froitzheim-Hegger 1993, pp. 167-60, n. 611; Boston 1993 (exh. cat.), p. 17, fig. 8; Werche 2004, cat. #A.116, p. 182; Ertz 2008-10, cat. #401","Leipzig 1998, #I/53",3814,,,,"{% cite 8777 %} p. 345, #38 (as Rottenhammer), {% cite 8321 %} p. 96 (as Van Balen), {% cite 9004 %} pp. 408-09, fig. 486, {% cite 8337 %} p. 17, fig. 8, {% cite 8912 %} cat. #A.116, p. 182, {% cite 8900 %} cat. #401",200,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3102/thumbnail.jpg,img/derivatives/simple/3102/full.jpg
3103,,,,Feast of the Gods (Brussels),Painting,Classical Mythology,Feasting Van_Balen Nude Putti Classical History Mythological Food,1610-1620,54.2,76,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #416",,416,,,Public,Belgium,Brussels,Musées Royaux des Beaux-Arts de Belgique,inv. #6470,5017|5018|5019,"Jost 1963, pp. 97, 101, n. 72; Legrand 1963, p. 51; Schifflers 1989, p. 323, pl. 273; Froitzheim-Hegger 1993, p. 159; Werche 2004, cat. #A 123, pp. 185-86; Ertz 2008-10, cat. #416",,,,,,"{% cite 8321 %} pp. 97, 101, n. 72, {% cite 8912 %} cat. #A 123, pp. 185-86, {% cite 8900 %} cat. #416",201,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3103/thumbnail.jpg,img/derivatives/simple/3103/full.jpg
3104,,,,Feast of the Gods (Marriage of Peleus & Thetis),Painting,Classical Mythology,Feasting Wedding Dog Guinea_Pigs Van_Balen Tazza Forest Nude Putti Flowers Food Fruit Musical_instruments Shells,ca. 1608,50.5,78,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #404, Ertz 1984 #249 as Jan the Younger, Ertz 1979, #345, Honig database",345,404,,,Public,France,Paris,Musée du Louvre,inv. #D.L. 1973-21,5020,"Bardon 1960, pp. 36 ff.; Jost 1963, pp. 99, 125, notes 70, 72; Ertz 1979, cat. #345; Ertz 1984, cat. #249 as Jan the  Younger; Froitzheim-Hegger 1993, p. 175, n. 630; Werche 2004, cat. #A.111, p. 180; Ertz 2008-10, cat. #404","Gent 1960, #34",,,,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=24242&langue=en,"{% cite 8321 %} pp. 99, 125, notes 70, 72, {% cite 9004 %} cat. #345, {% cite 8067 %} cat. #249 as Jan the  Younger, {% cite 8912 %} cat. #A.111, p. 180, {% cite 8900 %} cat. #404",202,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3104/thumbnail.jpg,img/derivatives/simple/3104/full.jpg
3105,,<a href='/brughel/3107'><img src='/img/derivatives/simple/3107/thumbnail.jpg' /></a>,3107,Feast of the Gods (Roxburghshire),Painting,Classical Mythology,Feasting Birds Horse Van_Balen Nude Putti Classical History Mythological Flowers Food Fruit Musical_instruments,ca. 1616,30,50,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #418",,418,,,Private,,,,"Roxburghshire, Private Collection",5021,"Ertz 2008-10, cat. #418",,3107,,,,{% cite 8900 %} cat. #418,203,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3105/thumbnail.jpg,img/derivatives/simple/3105/full.jpg
3106,,<a href='/brughel/3363'><img src='/img/derivatives/simple/3363/thumbnail.jpg' /></a>,3363,Feast of the Gods (Switzerland),Painting,Classical Mythology,Feasting Van_Balen Forest Nude Putti Flowers Food Fruit,ca. 1608,29.5,41.3,,,Copper,,V. BAL,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #405, Honig database as Jan and studio",,405,,,Private,,,,"Switzerland, Private Collection",5022|5023,"Froitzheim-Hegger 1993, p. 174, n.628; Sutton 1993, p. 210-11, cat. #1; Essen/Vienna 1997, p. 269, fig. 3; Werche 2004, cat. #A.117; Ertz 2008-10, cat. #405","Boston 1993, cat. #1",3363,,,,"{% cite 9145 %} p. 269, fig. 3, {% cite 8912 %} cat. #A.117, {% cite 8900 %} cat. #405",204,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3106/thumbnail.jpg,img/derivatives/simple/3106/full.jpg
3107,,<a href='/brughel/3105'><img src='/img/derivatives/simple/3105/thumbnail.jpg' /></a>,3105,Feast of the Gods (Trondheim),Painting,Classical Mythology,Feasting Birds Horse Van_Balen Basket Tazza Nude Putti Flowers Food Fruit,ca. 1610,47,66.6,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #415, Ertz 1979, #231, Honig database as uncertain, possibly studio",231,415,,,Public,Norway,Trondheim,Trondheim Kunstmuseum,inv. #554,5024|5025,"Ertz 1979, cat. #231, fig. 493; Froitzheim-Hegger 1993, pp. 158-59; Werche 2004, cat. #A 126; Ertz 2008-10, cat. #415","London 1979, #26",3105,,,,"{% cite 9004 %} cat. #231, fig. 493, {% cite 8912 %} cat. #A 126, {% cite 8900 %} cat. #415",205,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3107/thumbnail.jpg,img/derivatives/simple/3107/full.jpg
3108,,<a href='/brughel/3112'><img src='/img/derivatives/simple/3112/thumbnail.jpg' /></a>,3112,Feast of the Gods with Bacchus,Painting,Classical Mythology,Feasting Van_Balen Basket Forest Nude Putti Flowers Food Fruit Musical_instruments Vegetables,ca. 1617,68,106,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #410, Ertz 1979, #359, Honig database, Werche 2004 as Van Balen with Jan Brueghel",359,410,,,Public,Germany,Munich,Alte Pinakothek,"inv. #848 (presently Neuburg an der Donau, Staatsgalerie)",5026|5027|5028|5029,"Van Gool 1750/51, vol. 2, p. 560; Jost 1963, pp. 94, 124-25, fig. 27; Ertz 1979, cat. #359, pp. 408, 414ff., 618, fig. 497; Froitzheim-Hegger 1993, pp. 176-83, n.634; Essen/Vienna 1997, p. 274, fig. 1; Werche 2004, p. 184, cat. #A.120; Ertz 2008-10, cat. #410, pp. 822-24; Munich 2009, vol. 1, pp. 260, 341; vol. 2, p. 170; Munich 2013, p. 336, cat. 72","Munich 2009, cat. #10|Munich 2013, cat. #72",3112,,512|513,,"{% cite 8321 %} pp. 94, 124-25, fig. 27, {% cite 9004 %} cat. #359, pp. 408, 414ff., 618, fig. 497, {% cite 9145 %} p. 274, fig. 1, {% cite 8912 %} p. 184, cat. #A.120, {% cite 8900 %} cat. #410, pp. 822-24, {% cite 8739 %} p. 336, cat. 72",206,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3108/thumbnail.jpg,img/derivatives/simple/3108/full.jpg
3110,,<a href='/brughel/3111'><img src='/img/derivatives/simple/3111/thumbnail.jpg' /></a>,3111,Feast of the Gods with Marriage of Peleus and Thetis,Painting,Classical Mythology,Feasting Van_Balen Nude Putti Food Fruit Vegetables,ca. 1609,34.5,46.5,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #407, Ertz 1979, #170, Honig database",170,407,,,Public,Denmark,Copenhagen,Statens Museum for Kunst,inv. #SP225,5036|5037,"Jost 1963, p. 101, n. 72, p. 109, n. 82, pp. 113, 117, fig. 16; Ertz 1979, cat. #170, p. 409, fig. 488; Boston/Toledo 1993, p. 210, fig. 1; Froitzheim-Hegger 1993, pp. 171-72, n. 623; Werche 2004, #A.118; Ertz 2008-10, cat. #407",,3111,,7331,http://www.smk.dk/en/explore-the-art/search-smk/#/detail/KMSsp225,"{% cite 8321 %} p. 101, n. 72, p. 109, n. 82, pp. 113, 117, fig. 16, {% cite 9004 %} cat. #170, p. 409, fig. 488, {% cite 8337 %} p. 210, fig. 1, {% cite 8912 %} #A.118, {% cite 8900 %} cat. #407",207,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3110/thumbnail.jpg,img/derivatives/simple/3110/full.jpg
3111,,<a href='/brughel/3110'><img src='/img/derivatives/simple/3110/thumbnail.jpg' /></a>,3110,Feast of the Gods with Marriage of Peleus and Thetis (Columbia),Painting,Classical Mythology,Feasting Van_Balen Nude Putti Food Fruit Vegetables,ca. 1608,106.7,177.8,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced Outside Jan Brueghel's Studio,"Ertz 2008-10, #414",,414,,,Public,United States,"Columbia, SC",Columbia Museum of Art,,5038,"Ertz 2008-10, cat. #414",,3110,,,,{% cite 8900 %} cat. #414,208,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3111/thumbnail.jpg,img/derivatives/simple/3111/full.jpg
3112,,<a href='/brughel/3108'><img src='/img/derivatives/simple/3108/thumbnail.jpg' /></a>,3108,Feast of the Gods with Musical Nymphs,Painting,Classical Mythology,Feasting Van_Balen Forest Nude Putti Flowers Food Fruit Musical_instruments Vegetables,1610-1615,47,66,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #408, Ertz 1979, #343, Honig database, Werche 2004 as Van Balen and Jan Brueghel",343,408,,,Public,France,Angers,Musée des Beaux-Arts,inv. #358,5039|5040,"Peltzer 1916, pp. 334, 353, fig. 25; Van den Borren 1934, pp. 193-99; Bardon 1960, p. 38; Jost 1963, p. 101, n. 72; Legrand 1963, p. 51; De Mirimonde 1964, p. 153, fig. 29; Ertz 1979, cat. #343, fig. 495; Froitzheim-Hegger 1993, pp. 176-182, n. 633; Essen/Vienna 1997, p. 73; Ertz 2008-10, cat. #408","Cologne/Antwerp 1992/93, cat. #29.1|Essen/Vienna 1997, cat. #80",3108,,,http://musees.angers.fr/collections/uvres-choisies/musee-des-beaux-arts/van-balen-le-banquet-des-dieux/index.html,"{% cite 8777 %} pp. 334, 353, fig. 25, {% cite 8321 %} p. 101, n. 72, {% cite 9004 %} cat. #343, fig. 495, {% cite 9145 %} p. 73, {% cite 8900 %} cat. #408",209,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3112/thumbnail.jpg,img/derivatives/simple/3112/full.jpg
2894,,<a href='/brughel/2890'><img src='/img/derivatives/simple/2890/thumbnail.jpg' /></a>,2890,Aeneas and Sibyl in the Underworld (Rome),Painting,Classical Mythology,Fire Nude Demons Hell/Underworld Classical Mythological,1594,25.7,35.3,,,Copper,,BRUEGHEL 1594,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #331, Honig database",,331,,,Public,Italy,Rome,Galleria Colonna,inv. #682,4476,"Ertz 2008-10, cat. #331",,2890,,,,{% cite 8900 %} cat. #331,21,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2894/thumbnail.jpg,img/derivatives/simple/2894/full.jpg
3113,,,,Feeding the Multitude,Painting,Religious,Children Nude Christ New_Testament,1605-1610,87,198.6,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced Outside Jan Brueghel's Studio,"Ertz 2008-10, #Add. 19",,,,,Public,Germany,Aschaffenburg,Staatsgalerie im Schloss Johannisburg,"on loan from Bayerische Staatsgemäldesammlungen, inv. #6312",5041,"Aschaffenburg (exhibition catalog) 1975, p. 18; Werche 2004, cat. #A25; Ertz 2008-10, cat. #Add. 19",,,,,,"{% cite 8912 %} p. 18, {% cite 8900 %} cat. #Add. 19",210,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3113/thumbnail.jpg,img/derivatives/simple/3113/full.jpg
3117,,<a href='/brughel/3356'><img src='/img/derivatives/simple/3356/thumbnail.jpg' /></a>,3356,Fish Market in a Riverside Village,Painting,"Village, Town and Cityscape",Dog Fish Horse Village Windmill Landing_stage River Burghers Boat Wagon,1619,40.6,60,,,Copper,,BRUEGHEL 1619,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #130, Ertz 1979, #218, Honig database",218,130,,,Private,,,,"London, Sotheby's, March 11, 1964, inv. #10",5053,"Ertz 1979, cat. #218, fig. 284; Ertz 2008-10, cat. #130","London, R.A., 1938 #113",3356,,,,"{% cite 9004 %} cat. #218, fig. 284, {% cite 8900 %} cat. #130",213,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3117/thumbnail.jpg,img/derivatives/simple/3117/full.jpg
3118,,,,Fishermen in the Dunes,Drawing,Study,Dog Fish Fishermen,,18.5,28.6,,,Paper,Pen and bistre,,,,,,,,,,,,,,Bailey/Walker cat. #ANTW.PM.12,,,ANTW.PM.12,,Public,Belgium,Antwerp,Museum Plantin-Moretus,PK.OT.00235; A.39.4,6585,"Delen 1938, p. 57, nr. 173",,,,517|518,http://search.museumplantinmoretus.be/Details/collect/276966,,214,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3118/thumbnail.jpg,img/derivatives/simple/3118/full.jpg
3119,,,,Five Boats Sailing on a River,Drawing,Seascape,River Seascape Boat,,11.9,18.5,,,Paper,"Pen and brown ink, blue wash",,,,"""Peter Breugel the elder""",,,,,,,,,,Bailey/Walker cat. #NEWH.YU.6,,,NEWH.YU.6,,Public,United States,"New Haven, CT",Yale University Art Gallery,1961.62.13,6913,"New Haven 1970, p. 296, nr. 546",,,,,http://artgallery.yale.edu/collections/objects/58538,"{% cite 9006 %} p. 296, nr. 546",215,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3119/thumbnail.jpg,img/derivatives/simple/3119/full.jpg
3121,,,,Flemish Village,Drawing,"Village, Town and Cityscape",House Village Stream Peasants,,19.1,31,,,Paper,"Pen and brown ink, with blue and gray wash",,,,,,,,,,,,,,Bailey/Walker cat. #LOND.BM.32,,,LOND.BM.32,,Public,England,London,British Museum,"RN SL,5214.237",6854,"Hind 1915, nr. 19",,,,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=712294&partId=1&searchText=SL%2C5214.237&page=1,{% cite 9958 %} nr. 19,217,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3121/thumbnail.jpg,img/derivatives/simple/3121/full.jpg
3122,,,,Flemish Village with a River or Canal in the Foreground,Drawing,"Village, Town and Cityscape",Church Village River Boat,,18.5,29.3,,,Paper,Pen and brown ink with brown and blue wash,,,Watermark: Rampant lion (7.5 x 7.5 cm),Watermark: Rampant lion (7.5 x 7.5 cm),,,,,,,,,,Bailey/Walker cat. #LOND.BM.5,,,LOND.BM.5,,Public,England,London,British Museum,"RN SL,5214.143",6802,"Popham 1932, nr. 36",,,,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=710344&partId=1&searchText=SL%2C5214.143&page=1,{% cite 8524 %} nr. 36,218,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3122/thumbnail.jpg,img/derivatives/simple/3122/full.jpg
3124,,,,Flora: Allegory of Spring,Painting,Allegory,Spring Van_Balen Nude Putti Flowers Fruit,,18.8,14.8,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,,,,,,Private,,,,"London, Sotheby's, 6 December 2006, lot 4 ($258,583)",5076,,,,,,,,219,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3124/thumbnail.jpg,img/derivatives/simple/3124/full.jpg
2895,,,,Aeneas and Sibyl in the Underworld (Vienna),Painting,Classical Mythology,Fire Nude Demons Hell/Underworld Classical History Mythological,ca. 1601,36,52,,,Copper,,,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #335, Ertz 1979, #67, Honig database",67,335,,,Public,Austria,Vienna,Kunsthistorisches Museum,inv. #817,4477,"Ertz 1979, cat. #67; Silver 2006, p. 205, fig. 9.17; Ertz 2008-10, cat. #335",,,,,http://bilddatenbank.khm.at/viewArtefact?id=345,"{% cite 9004 %} cat. #67, {% cite 8883 %}  p. 205, fig. 9.17, {% cite 8900 %} cat. #335",22,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2895/thumbnail.jpg,img/derivatives/simple/2895/full.jpg
3126,,<a href='/brughel/3246'><img src='/img/derivatives/simple/3246/thumbnail.jpg' /></a>|<a href='/brughel/3241'><img src='/img/derivatives/simple/3241/thumbnail.jpg' /></a>|<a href='/brughel/3239'><img src='/img/derivatives/simple/3239/thumbnail.jpg' /></a>|<a href='/brughel/3240'><img src='/img/derivatives/simple/3240/thumbnail.jpg' /></a>,3246|3241|3239|3240,Flower Arrangement,Drawing,Flower Still-Life & Nature Study,Flowers Fruit Vegetables,,29.6,11.7,,,Paper,Pen and brush in brown,,,,,Pieter van Avont (1600-1652),,,,,,,,,Bailey/Walker cat. #ANTW.PM.10,,,ANTW.PM.10,,Public,Belgium,Antwerp,Museum Plantin-Moretus,PK.OT.00562; D.9.23,,"Winner 1961, p. 190, fig. 50 (as Peter van Avont); Los Angeles/The Hague 2006-07, p. 164, nr. 20,21, fig. 87 (as Jan Brueghel the Elder)","Los Angeles/The Hague 2006-07, fig. 87 (as Jan Brueghel the Elder)",3246|3241|3239|3240,,519|520,http://search.museumplantinmoretus.be/Details/collect/277312,"{% cite 8913 %} p. 190, fig. 50 (as Peter van Avont), {% cite 8240 %} p. 164, nr. 20,21, fig. 87 (as Jan Brueghel the Elder)",220,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3126/thumbnail.jpg,img/derivatives/simple/3126/full.jpg
3127,,<a href='/brughel/3128'><img src='/img/derivatives/simple/3128/thumbnail.jpg' /></a>|<a href='/brughel/3132'><img src='/img/derivatives/simple/3132/thumbnail.jpg' /></a>|<a href='/brughel/3133'><img src='/img/derivatives/simple/3133/thumbnail.jpg' /></a>|<a href='/brughel/3349'><img src='/img/derivatives/simple/3349/thumbnail.jpg' /></a>|<a href='/brughel/3743'><img src='/img/derivatives/simple/3743/thumbnail.jpg' /></a>|<a href='/brughel/3350'><img src='/img/derivatives/simple/3350/thumbnail.jpg' /></a>|<a href='/brughel/3348'><img src='/img/derivatives/simple/3348/thumbnail.jpg' /></a>,3128|3132|3133|3349|3743|3350|3348,"Flower Garland Around the Holy Family, Elizabeth and John",Painting,Garland,Insects Rubens Holy_family Flowers Garland,ca. 1620,73,59,,,Panel,,,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #477",,477,,,Public,United States,"Atlanta, GA",The High Museum of Art,inv. #1989.113,5084|5085|5086,"Ertz 2008-10, cat. #477",,3128|3132|3133|3349|3743|3350|3348,,,http://www.high.org/Art/Permanent-Collection/CollectionDetails.aspx?deptName=European%20Art&objNum=1989.113&pageNumber=0&search=true#.U8MYvY1dXqQ,{% cite 8900 %} cat. #477,221,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3127/thumbnail.jpg,img/derivatives/simple/3127/full.jpg
3128,,<a href='/brughel/3127'><img src='/img/derivatives/simple/3127/thumbnail.jpg' /></a>|<a href='/brughel/3132'><img src='/img/derivatives/simple/3132/thumbnail.jpg' /></a>|<a href='/brughel/3133'><img src='/img/derivatives/simple/3133/thumbnail.jpg' /></a>|<a href='/brughel/3349'><img src='/img/derivatives/simple/3349/thumbnail.jpg' /></a>|<a href='/brughel/3743'><img src='/img/derivatives/simple/3743/thumbnail.jpg' /></a>|<a href='/brughel/3350'><img src='/img/derivatives/simple/3350/thumbnail.jpg' /></a>|<a href='/brughel/3348'><img src='/img/derivatives/simple/3348/thumbnail.jpg' /></a>,3127|3132|3133|3349|3743|3350|3348,"Flower Garland Around the Holy Family, Elizabeth and John (Zurich)",Painting,Garland,Insects Jan_Brueghel_the_Younger Holy_family Flowers Garland,ca. 1620,73,59,,,Panel,,,,,,Jan Brueghel the Younger (1601-1678),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #478, RKD as Jan Brueghel the Younger and circle/follower of P. R. Rubens",,478,,,Private,,,,"Zürich, Koller Auction, inv. #22.09.2006",5087|5088|5089|5090,,"l'Art Belge au XVIIe Sciecle'', Brussels, 1910, cat. 15 as Jan Brueghel the Elder and Rubens|Brueghel exhibition, Brussels, 1980, cat. 173|Sotheby's, London, July 5, 1981, #339|Zurich, August 18-22, 2006, #3024, as Jan Brueghel the Elder",3127|3132|3133|3349|3743|3350|3348,,,,,222,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3128/thumbnail.jpg,img/derivatives/simple/3128/full.jpg
3129,,<a href='/brughel/3132'><img src='/img/derivatives/simple/3132/thumbnail.jpg' /></a>|<a href='/brughel/3136'><img src='/img/derivatives/simple/3136/thumbnail.jpg' /></a>|<a href='/brughel/3133'><img src='/img/derivatives/simple/3133/thumbnail.jpg' /></a>|<a href='/brughel/3349'><img src='/img/derivatives/simple/3349/thumbnail.jpg' /></a>|<a href='/brughel/3743'><img src='/img/derivatives/simple/3743/thumbnail.jpg' /></a>|<a href='/brughel/3350'><img src='/img/derivatives/simple/3350/thumbnail.jpg' /></a>|<a href='/brughel/3348'><img src='/img/derivatives/simple/3348/thumbnail.jpg' /></a>,3132|3136|3133|3349|3743|3350|3348,Flower Garland Around the Holy Family and John the Baptist (Zürich),Painting,Garland,Insects Van_Balen Putti Holy_family Flowers Garland,ca. 1608,16.6,13.7,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #471",,471,,,Private,,,,"Zürich, Koller Auction, Nov. 19 1987, inv. #5016",5091|5092|5093|5094,"Werche 2004, Cat. A40",,3132|3136|3133|3349|3743|3350|3348,,,,{% cite 8912 %},223,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3129/thumbnail.jpg,img/derivatives/simple/3129/full.jpg
3130,,,,Flower Garland Around the Madonna and Child with Angels,Painting,Garland,Van_Balen Angels Christ Virgin_Mary Flowers Garland,1615-1620,42,32.4,,,Copper,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #479, Honig database",,479,,,Private,,,,"London, Johnny van Haeften Ltd.",5095|5096|5097|5098|5099|5100,"Ertz 2008-10, cat. #479",,,,521|522|523|524,,{% cite 8900 %} cat. #479,224,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3130/thumbnail.jpg,img/derivatives/simple/3130/full.jpg
